Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,category
,,Missouri City,,,,,,,,,,,,,,,Home and lifestyle
,,Grand Prairie,,,,,,,,,,,,,,,Fashion accessories
,,Grand Prairie,,,,,,,,,,,,,,,Home and lifestyle
,,McAllen,,,,,,,,,,,,,,,Fashion accessories
,,Garland,,,,,,,,,,,,,,,Home and lifestyle
,,League City,,,,,,,,,,,,,,,Fashion accessories
,,Galveston,,,,,,,,,,,,,,,Home and lifestyle
,,College Station,,,,,,,,,,,,,,,Fashion accessories
,,College Station,,,,,,,,,,,,,,,Home and lifestyle
,,DeSoto,,,,,,,,,,,,,,,Fashion accessories
,,DeSoto,,,,,,,,,,,,,,,Home and lifestyle
,,Abilene,,,,,,,,,,,,,,,Fashion accessories
,,Allen,,,,,,,,,,,,,,,Home and lifestyle
,,Dallas,,,,,,,,,,,,,,,Fashion accessories
,,Lake Jackson,,,,,,,,,,,,,,,Home and lifestyle
,,Arlington,,,,,,,,,,,,,,,Fashion accessories
,,Midland,,,,,,,,,,,,,,,Home and lifestyle
,,Pasadena,,,,,,,,,,,,,,,Fashion accessories
,,Mission,,,,,,,,,,,,,,,Home and lifestyle
,,Abilene,,,,,,,,,,,,,,,Fashion accessories
,,Baytown,,,,,,,,,,,,,,,Home and lifestyle
,,Georgetown,,,,,,,,,,,,,,,Fashion accessories
,,Austin,,,,,,,,,,,,,,,Home and lifestyle
,,Georgetown,,,,,,,,,,,,,,,Fashion accessories
,,Lufkin,,,,,,,,,,,,,,,Home and lifestyle
,,Houston,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,Midland,,,,,,,,,,,,,,,Fashion accessories
,,Flower Mound,,,,,,,,,,,,,,,Home and lifestyle
,,Lake Jackson,,,,,,,,,,,,,,,Fashion accessories
,,Pasadena,,,,,,,,,,,,,,,Home and lifestyle
,,Pflugerville,,,,,,,,,,,,,,,Fashion accessories
,,Carrollton,,,,,,,,,,,,,,,Home and lifestyle
,,Lancaster,,,,,,,,,,,,,,,Fashion accessories
,,Mission,,,,,,,,,,,,,,,Home and lifestyle
,,Fort Worth,,,,,,,,,,,,,,,Fashion accessories
,,Farmers Branch,,,,,,,,,,,,,,,Home and lifestyle
,,McKinney,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Burleson,,,,,,,,,,,,,,,Fashion accessories
,,Port Arthur,,,,,,,,,,,,,,,Home and lifestyle
,,El Paso,,,,,,,,,,,,,,,Fashion accessories
,,Laredo,,,,,,,,,,,,,,,Home and lifestyle
,,Euless,,,,,,,,,,,,,,,Fashion accessories
,,Bryan,,,,,,,,,,,,,,,Home and lifestyle
,,Dallas,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,Fort Worth,,,,,,,,,,,,,,,Fashion accessories
,,Huntsville,,,,,,,,,,,,,,,Home and lifestyle
,,Frisco,,,,,,,,,,,,,,,Fashion accessories
,,Carrollton,,,,,,,,,,,,,,,Home and lifestyle
,,Cedar Park,,,,,,,,,,,,,,,Fashion accessories
,,Lewisville,,,,,,,,,,,,,,,Home and lifestyle
,,La Porte,,,,,,,,,,,,,,,Fashion accessories
,,Euless,,,,,,,,,,,,,,,Home and lifestyle
,,Grapevine,,,,,,,,,,,,,,,Fashion accessories
,,New Braunfels,,,,,,,,,,,,,,,Home and lifestyle
,,Grand Prairie,,,,,,,,,,,,,,,Fashion accessories
,,Canyon,,,,,,,,,,,,,,,Home and lifestyle
,,Burleson,,,,,,,,,,,,,,,Fashion accessories
,,Nacogdoches,,,,,,,,,,,,,,,Home and lifestyle
,,Bryan,,,,,,,,,,,,,,,Fashion accessories
,,Fort Worth,,,,,,,,,,,,,,,Home and lifestyle
,,Harlingen,,,,,,,,,,,,,,,Fashion accessories
,,Austin,,,,,,,,,,,,,,,Home and lifestyle
,,Baytown,,,,,,,,,,,,,,,Fashion accessories
,,Richardson,,,,,,,,,,,,,,,Home and lifestyle
,,Lake Jackson,,,,,,,,,,,,,,,Fashion accessories
,,Fort Worth,,,,,,,,,,,,,,,Home and lifestyle
,,Grand Prairie,,,,,,,,,,,,,,,Fashion accessories
,,Mansfield,,,,,,,,,,,,,,,Home and lifestyle
,,Missouri City,,,,,,,,,,,,,,,Fashion accessories
,,Pflugerville,,,,,,,,,,,,,,,Home and lifestyle
,,Bedford,,,,,,,,,,,,,,,Fashion accessories
,,Rockwall,,,,,,,,,,,,,,,Home and lifestyle
,,New Braunfels,,,,,,,,,,,,,,,Fashion accessories
,,Dallas,,,,,,,,,,,,,,,Home and lifestyle
,,Burleson,,,,,,,,,,,,,,,Fashion accessories
,,Mesquite,,,,,,,,,,,,,,,Home and lifestyle
,,Baytown,,,,,,,,,,,,,,,Fashion accessories
,,Del Rio,,,,,,,,,,,,,,,Home and lifestyle
,,Houston,,,,,,,,,,,,,,,Fashion accessories
,,DeSoto,,,,,,,,,,,,,,,Home and lifestyle
,,Cedar Park,,,,,,,,,,,,,,,Fashion accessories
,,Denton,,,,,,,,,,,,,,,Home and lifestyle
,,Denton,,,,,,,,,,,,,,,Fashion accessories
,,Port Arthur,,,,,,,,,,,,,,,Home and lifestyle
,,Burleson,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Grand Prairie,,,,,,,,,,,,,,,Fashion accessories
,,Lufkin,,,,,,,,,,,,,,,Home and lifestyle
,,Corpus Christi,,,,,,,,,,,,,,,Fashion accessories
,,Conroe,,,,,,,,,,,,,,,Home and lifestyle
,,Cleburne,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Edinburg,,,,,,,,,,,,,,,Fashion accessories
,,Del Rio,,,,,,,,,,,,,,,Home and lifestyle
,,Pasadena,,,,,,,,,,,,,,,Fashion accessories
,,Irving,,,,,,,,,,,,,,,Home and lifestyle
,,Pflugerville,,,,,,,,,,,,,,,Fashion accessories
,,Angleton,,,,,,,,,,,,,,,Home and lifestyle
,,Lake Jackson,,,,,,,,,,,,,,,Fashion accessories
,,Frisco,,,,,,,,,,,,,,,Home and lifestyle
,,Houston,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Conroe,,,,,,,,,,,,,,,Fashion accessories
,,Cedar Park,,,,,,,,,,,,,,,Home and lifestyle
,,Mansfield,,,,,,,,,,,,,,,Fashion accessories
,,Laredo,,,,,,,,,,,,,,,Home and lifestyle
,,Flower Mound,,,,,,,,,,,,,,,Fashion accessories
,,Pharr,,,,,,,,,,,,,,,Home and lifestyle
,,Corpus Christi,,,,,,,,,,,,,,,Fashion accessories
,,Austin,,,,,,,,,,,,,,,Home and lifestyle
,,Galveston,,,,,,,,,,,,,,,Fashion accessories
,,McKinney,,,,,,,,,,,,,,,Home and lifestyle
,,Odessa,,,,,,,,,,,,,,,Fashion accessories
,,Arlington,,,,,,,,,,,,,,,Home and lifestyle
,,Mission,,,,,,,,,,,,,,,Fashion accessories
,,Big Spring,,,,,,,,,,,,,,,Home and lifestyle
,,Lancaster,,,,,,,,,,,,,,,Fashion accessories
,,DeSoto,,,,,,,,,,,,,,,Home and lifestyle
,,Lufkin,,,,,,,,,,,,,,,Fashion accessories
,,Galveston,,,,,,,,,,,,,,,Home and lifestyle
,,Plano,,,,,,,,,,,,,,,Fashion accessories
,,Longview,,,,,,,,,,,,,,,Home and lifestyle
,,Fort Worth,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Corpus Christi,,,,,,,,,,,,,,,Fashion accessories
,,Georgetown,,,,,,,,,,,,,,,Home and lifestyle
,,Allen,,,,,,,,,,,,,,,Fashion accessories
,,Edinburg,,,,,,,,,,,,,,,Home and lifestyle
,,Harlingen,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Friendswood,,,,,,,,,,,,,,,Fashion accessories
,,Mesquite,,,,,,,,,,,,,,,Home and lifestyle
,,New Braunfels,,,,,,,,,,,,,,,Fashion accessories
,,Galveston,,,,,,,,,,,,,,,Home and lifestyle
,,Farmers Branch,,,,,,,,,,,,,,,Fashion accessories
,,Laredo,,,,,,,,,,,,,,,Home and lifestyle
,,Cleburne,,,,,,,,,,,,,,,Fashion accessories
,,Odessa,,,,,,,,,,,,,,,Home and lifestyle
,,Euless,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,McKinney,,,,,,,,,,,,,,,Fashion accessories
,,Missouri City,,,,,,,,,,,,,,,Home and lifestyle
,,Haltom City,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,Mineral Wells,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Canyon,,,,,,,,,,,,,,,Fashion accessories
,,Houston,,,,,,,,,,,,,,,Home and lifestyle
,,DeSoto,,,,,,,,,,,,,,,Fashion accessories
,,Conroe,,,,,,,,,,,,,,,Home and lifestyle
,,Harlingen,,,,,,,,,,,,,,,Fashion accessories
,,Allen,,,,,,,,,,,,,,,Home and lifestyle
,,Richardson,,,,,,,,,,,,,,,Fashion accessories
,,Denton,,,,,,,,,,,,,,,Home and lifestyle
,,Brownwood,,,,,,,,,,,,,,,Fashion accessories
,,Bryan,,,,,,,,,,,,,,,Home and lifestyle
,,Bedford,,,,,,,,,,,,,,,Fashion accessories
,,Missouri City,,,,,,,,,,,,,,,Home and lifestyle
,,Baytown,,,,,,,,,,,,,,,Fashion accessories
,,Missouri City,,,,,,,,,,,,,,,Home and lifestyle
,,Port Arthur,,,,,,,,,,,,,,,Fashion accessories
,,Carrollton,,,,,,,,,,,,,,,Home and lifestyle
,,Odessa,,,,,,,,,,,,,,,Fashion accessories
,,Odessa,,,,,,,,,,,,,,,Home and lifestyle
,,North Richland Hills,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Cedar Park,,,,,,,,,,,,,,,Fashion accessories
,,Galveston,,,,,,,,,,,,,,,Home and lifestyle
,,Midland,,,,,,,,,,,,,,,Fashion accessories
,,Pearland,,,,,,,,,,,,,,,Home and lifestyle
,,McAllen,,,,,,,,,,,,,,,Fashion accessories
,,Eagle Pass,,,,,,,,,,,,,,,Home and lifestyle
,,El Paso,,,,,,,,,,,,,,,Fashion accessories
,,Alamo,,,,,,,,,,,,,,,Home and lifestyle
,,Hurst,,,,,,,,,,,,,,,Fashion accessories
,,Georgetown,,,,,,,,,,,,,,,Home and lifestyle
,,Irving,,,,,,,,,,,,,,,Fashion accessories
,,Garland,,,,,,,,,,,,,,,Home and lifestyle
,,Longview,,,,,,,,,,,,,,,Fashion accessories
,,Grapevine,,,,,,,,,,,,,,,Home and lifestyle
,,Pasadena,,,,,,,,,,,,,,,Fashion accessories
,,Grapevine,,,,,,,,,,,,,,,Home and lifestyle
,,Odessa,,,,,,,,,,,,,,,Fashion accessories
,,Cleburne,,,,,,,,,,,,,,,Home and lifestyle
,,Harlingen,,,,,,,,,,,,,,,Fashion accessories
,,Lake Jackson,,,,,,,,,,,,,,,Home and lifestyle
,,Dallas,,,,,,,,,,,,,,,Fashion accessories
,,Plano,,,,,,,,,,,,,,,Home and lifestyle
,,Garland,,,,,,,,,,,,,,,Fashion accessories
,,Conroe,,,,,,,,,,,,,,,Home and lifestyle
,,Haltom City,,,,,,,,,,,,,,,Fashion accessories
,,Mineral Wells,,,,,,,,,,,,,,,Home and lifestyle
,,Mission,,,,,,,,,,,,,,,Fashion accessories
,,Eagle Pass,,,,,,,,,,,,,,,Home and lifestyle
,,Conroe,,,,,,,,,,,,,,,Fashion accessories
,,Bryan,,,,,,,,,,,,,,,Home and lifestyle
,,Nacogdoches,,,,,,,,,,,,,,,Fashion accessories
,,Lubbock,,,,,,,,,,,,,,,Home and lifestyle
,,Laredo,,,,,,,,,,,,,,,Fashion accessories
,,McKinney,,,,,,,,,,,,,,,Home and lifestyle
,,Frisco,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Galveston,,,,,,,,,,,,,,,Fashion accessories
,,Plano,,,,,,,,,,,,,,,Home and lifestyle
,,Pasadena,,,,,,,,,,,,,,,Fashion accessories
,,Edinburg,,,,,,,,,,,,,,,Home and lifestyle
,,Pearland,,,,,,,,,,,,,,,Fashion accessories
,,Port Arthur,,,,,,,,,,,,,,,Home and lifestyle
,,Galveston,,,,,,,,,,,,,,,Fashion accessories
,,Del Rio,,,,,,,,,,,,,,,Home and lifestyle
,,Arlington,,,,,,,,,,,,,,,Fashion accessories
,,Mission,,,,,,,,,,,,,,,Home and lifestyle
,,Pflugerville,,,,,,,,,,,,,,,Fashion accessories
,,Pasadena,,,,,,,,,,,,,,,Home and lifestyle
,,Austin,,,,,,,,,,,,,,,Fashion accessories
,,Flower Mound,,,,,,,,,,,,,,,Home and lifestyle
,,Lufkin,,,,,,,,,,,,,,,Fashion accessories
,,Mineral Wells,,,,,,,,,,,,,,,Home and lifestyle
,,Farmers Branch,,,,,,,,,,,,,,,Fashion accessories
,,Bryan,,,,,,,,,,,,,,,Home and lifestyle
,,Bryan,,,,,,,,,,,,,,,Fashion accessories
,,Lancaster,,,,,,,,,,,,,,,Home and lifestyle
,,New Braunfels,,,,,,,,,,,,,,,Fashion accessories
,,Big Spring,,,,,,,,,,,,,,,Home and lifestyle
,,Richardson,,,,,,,,,,,,,,,Fashion accessories
,,Frisco,,,,,,,,,,,,,,,Home and lifestyle
,,Allen,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Corpus Christi,,,,,,,,,,,,,,,Fashion accessories
,,Haltom City,,,,,,,,,,,,,,,Home and lifestyle
,,McAllen,,,,,,,,,,,,,,,Fashion accessories
,,Kerrville,,,,,,,,,,,,,,,Home and lifestyle
,,Haltom City,,,,,,,,,,,,,,,Fashion accessories
,,New Braunfels,,,,,,,,,,,,,,,Home and lifestyle
,,Little Elm,,,,,,,,,,,,,,,Fashion accessories
,,Euless,,,,,,,,,,,,,,,Home and lifestyle
,,New Braunfels,,,,,,,,,,,,,,,Fashion accessories
,,Nacogdoches,,,,,,,,,,,,,,,Home and lifestyle
,,Killeen,,,,,,,,,,,,,,,Fashion accessories
,,Hurst,,,,,,,,,,,,,,,Home and lifestyle
,,Irving,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Nacogdoches,,,,,,,,,,,,,,,Fashion accessories
,,Lufkin,,,,,,,,,,,,,,,Home and lifestyle
,,Edinburg,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,Flower Mound,,,,,,,,,,,,,,,Fashion accessories
,,DeSoto,,,,,,,,,,,,,,,Home and lifestyle
,,Dallas,,,,,,,,,,,,,,,Fashion accessories
,,Amarillo,,,,,,,,,,,,,,,Home and lifestyle
,,Haltom City,,,,,,,,,,,,,,,Fashion accessories
,,Denton,,,,,,,,,,,,,,,Home and lifestyle
,,Euless,,,,,,,,,,,,,,,Fashion accessories
,,Allen,,,,,,,,,,,,,,,Home and lifestyle
,,Corpus Christi,,,,,,,,,,,,,,,Fashion accessories
,,Galveston,,,,,,,,,,,,,,,Home and lifestyle
,,Fort Worth,,,,,,,,,,,,,,,Fashion accessories
,,Brownsville,,,,,,,,,,,,,,,Home and lifestyle
,,Garland,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,Galveston,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Richardson,,,,,,,,,,,,,,,Fashion accessories
,,Richardson,,,,,,,,,,,,,,,Home and lifestyle
,,Garland,,,,,,,,,,,,,,,Fashion accessories
,,Abilene,,,,,,,,,,,,,,,Home and lifestyle
,,Alice,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Carrollton,,,,,,,,,,,,,,,Fashion accessories
,,Corpus Christi,,,,,,,,,,,,,,,Home and lifestyle
,,Pharr,,,,,,,,,,,,,,,Fashion accessories
,,Richardson,,,,,,,,,,,,,,,Home and lifestyle
,,Mesquite,,,,,,,,,,,,,,,Fashion accessories
,,Pasadena,,,,,,,,,,,,,,,Home and lifestyle
,,Edinburg,,,,,,,,,,,,,,,Fashion accessories
,,Kerrville,,,,,,,,,,,,,,,Home and lifestyle
,,Euless,,,,,,,,,,,,,,,Fashion accessories
,,Garland,,,,,,,,,,,,,,,Home and lifestyle
,,Galveston,,,,,,,,,,,,,,,Fashion accessories
,,Grapevine,,,,,,,,,,,,,,,Home and lifestyle
,,Eagle Pass,,,,,,,,,,,,,,,Fashion accessories
,,Longview,,,,,,,,,,,,,,,Home and lifestyle
,,Alice,,,,,,,,,,,,,,,Fashion accessories
,,Houston,,,,,,,,,,,,,,,Home and lifestyle
,,McKinney,,,,,,,,,,,,,,,Fashion accessories
,,Grapevine,,,,,,,,,,,,,,,Home and lifestyle
,,Mansfield,,,,,,,,,,,,,,,Fashion accessories
,,Hurst,,,,,,,,,,,,,,,Home and lifestyle
,,Mission,,,,,,,,,,,,,,,Fashion accessories
,,Burleson,,,,,,,,,,,,,,,Home and lifestyle
,,Burleson,,,,,,,,,,,,,,,Fashion accessories
,,Flower Mound,,,,,,,,,,,,,,,Home and lifestyle
,,Dallas,,,,,,,,,,,,,,,Fashion accessories
,,Plano,,,,,,,,,,,,,,,Home and lifestyle
,,Bryan,,,,,,,,,,,,,,,Fashion accessories
,,Friendswood,,,,,,,,,,,,,,,Home and lifestyle
,,Baytown,,,,,,,,,,,,,,,Fashion accessories
,,Alamo,,,,,,,,,,,,,,,Home and lifestyle
,,Lewisville,,,,,,,,,,,,,,,Fashion accessories
,,Alice,,,,,,,,,,,,,,,Home and lifestyle
,,Coppell,,,,,,,,,,,,,,,Fashion accessories
,,Del Rio,,,,,,,,,,,,,,,Home and lifestyle
,,Houston,,,,,,,,,,,,,,,Fashion accessories
,,Allen,,,,,,,,,,,,,,,Home and lifestyle
,,Corpus Christi,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Pflugerville,,,,,,,,,,,,,,,Fashion accessories
,,Edinburg,,,,,,,,,,,,,,,Home and lifestyle
,,Longview,,,,,,,,,,,,,,,Fashion accessories
,,New Braunfels,,,,,,,,,,,,,,,Home and lifestyle
,,Huntsville,,,,,,,,,,,,,,,Fashion accessories
,,Baytown,,,,,,,,,,,,,,,Home and lifestyle
,,Mission,,,,,,,,,,,,,,,Fashion accessories
,,Midland,,,,,,,,,,,,,,,Home and lifestyle
,,Haltom City,,,,,,,,,,,,,,,Fashion accessories
,,Abilene,,,,,,,,,,,,,,,Home and lifestyle
,,Brownsville,,,,,,,,,,,,,,,Fashion accessories
,,Burleson,,,,,,,,,,,,,,,Home and lifestyle
,,Huntsville,,,,,,,,,,,,,,,Fashion accessories
,,Pearland,,,,,,,,,,,,,,,Home and lifestyle
,,New Braunfels,,,,,,,,,,,,,,,Fashion accessories
,,Corpus Christi,,,,,,,,,,,,,,,Home and lifestyle
,,Edinburg,,,,,,,,,,,,,,,Fashion accessories
,,Alice,,,,,,,,,,,,,,,Home and lifestyle
,,McKinney,,,,,,,,,,,,,,,Fashion accessories
,,Richardson,,,,,,,,,,,,,,,Home and lifestyle
,,Harlingen,,,,,,,,,,,,,,,Fashion accessories
,,Lancaster,,,,,,,,,,,,,,,Home and lifestyle
,,Lufkin,,,,,,,,,,,,,,,Fashion accessories
,,Haltom City,,,,,,,,,,,,,,,Home and lifestyle
,,Flower Mound,,,,,,,,,,,,,,,Fashion accessories
,,Port Arthur,,,,,,,,,,,,,,,Home and lifestyle
,,Cleburne,,,,,,,,,,,,,,,Fashion accessories
,,Grapevine,,,,,,,,,,,,,,,Home and lifestyle
,,New Braunfels,,,,,,,,,,,,,,,Fashion accessories
,,Little Elm,,,,,,,,,,,,,,,Home and lifestyle
,,Harlingen,,,,,,,,,,,,,,,Fashion accessories
,,Mission,,,,,,,,,,,,,,,Home and lifestyle
,,Allen,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,College Station,,,,,,,,,,,,,,,Fashion accessories
,,Cedar Park,,,,,,,,,,,,,,,Home and lifestyle
,,Denton,,,,,,,,,,,,,,,Fashion accessories
,,Amarillo,,,,,,,,,,,,,,,Home and lifestyle
,,Cleburne,,,,,,,,,,,,,,,Fashion accessories
,,Amarillo,,,,,,,,,,,,,,,Home and lifestyle
,,Allen,,,,,,,,,,,,,,,Fashion accessories
,,Farmers Branch,,,,,,,,,,,,,,,Home and lifestyle
,,Edinburg,,,,,,,,,,,,,,,Fashion accessories
,,Edinburg,,,,,,,,,,,,,,,Home and lifestyle
,,Lufkin,,,,,,,,,,,,,,,Fashion accessories
,,Big Spring,,,,,,,,,,,,,,,Home and lifestyle
,,Mineral Wells,,,,,,,,,,,,,,,Fashion accessories
,,McAllen,,,,,,,,,,,,,,,Home and lifestyle
,,Haltom City,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,Mineral Wells,,,,,,,,,,,,,,,Fashion accessories
,,Alice,,,,,,,,,,,,,,,Home and lifestyle
,,Frisco,,,,,,,,,,,,,,,Fashion accessories
,,Harlingen,,,,,,,,,,,,,,,Home and lifestyle
,,Laredo,,,,,,,,,,,,,,,Fashion accessories
,,Conroe,,,,,,,,,,,,,,,Home and lifestyle
,,Austin,,,,,,,,,,,,,,,Fashion accessories
,,Missouri City,,,,,,,,,,,,,,,Home and lifestyle
,,Haltom City,,,,,,,,,,,,,,,Fashion accessories
,,Cedar Park,,,,,,,,,,,,,,,Home and lifestyle
,,Mansfield,,,,,,,,,,,,,,,Fashion accessories
,,Bryan,,,,,,,,,,,,,,,Home and lifestyle
,,La Porte,,,,,,,,,,,,,,,Fashion accessories
,,Grand Prairie,,,,,,,,,,,,,,,Home and lifestyle
,,DeSoto,,,,,,,,,,,,,,,Fashion accessories
,,Huntsville,,,,,,,,,,,,,,,Home and lifestyle
,,Lancaster,,,,,,,,,,,,,,,Fashion accessories
,,Corpus Christi,,,,,,,,,,,,,,,Home and lifestyle
,,Grand Prairie,,,,,,,,,,,,,,,Fashion accessories
,,Allen,,,,,,,,,,,,,,,Home and lifestyle
,,Lancaster,,,,,,,,,,,,,,,Fashion accessories
,,Georgetown,,,,,,,,,,,,,,,Home and lifestyle
,,El Paso,,,,,,,,,,,,,,,Fashion accessories
,,Missouri City,,,,,,,,,,,,,,,Home and lifestyle
,,Galveston,,,,,,,,,,,,,,,Fashion accessories
,,North Richland Hills,,,,,,,,,,,,,,,Home and lifestyle
,,Longview,,,,,,,,,,,,,,,Fashion accessories
,,Nacogdoches,,,,,,,,,,,,,,,Home and lifestyle
,,Lubbock,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Flower Mound,,,,,,,,,,,,,,,Fashion accessories
,,Haltom City,,,,,,,,,,,,,,,Home and lifestyle
,,Grand Prairie,,,,,,,,,,,,,,,Fashion accessories
,,New Braunfels,,,,,,,,,,,,,,,Home and lifestyle
,,Alamo,,,,,,,,,,,,,,,Fashion accessories
,,Frisco,,,,,,,,,,,,,,,Home and lifestyle
,,Amarillo,,,,,,,,,,,,,,,Fashion accessories
,,Amarillo,,,,,,,,,,,,,,,Home and lifestyle
,,McAllen,,,,,,,,,,,,,,,Fashion accessories
,,League City,,,,,,,,,,,,,,,Home and lifestyle
,,Brownwood,,,,,,,,,,,,,,,Fashion accessories
,,North Richland Hills,,,,,,,,,,,,,,,Home and lifestyle
,,Dallas,,,,,,,,,,,,,,,Fashion accessories
,,Abilene,,,,,,,,,,,,,,,Home and lifestyle
,,Eagle Pass,,,,,,,,,,,,,,,Fashion accessories
,,Big Spring,,,,,,,,,,,,,,,Home and lifestyle
,,Georgetown,,,,,,,,,,,,,,,Fashion accessories
,,Plano,,,,,,,,,,,,,,,Home and lifestyle
,,Lubbock,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Houston,,,,,,,,,,,,,,,Fashion accessories
,,Grapevine,,,,,,,,,,,,,,,Home and lifestyle
,,Allen,,,,,,,,,,,,,,,Fashion accessories
,,La Porte,,,,,,,,,,,,,,,Home and lifestyle
,,Brownsville,,,,,,,,,,,,,,,Fashion accessories
,,Mission,,,,,,,,,,,,,,,Home and lifestyle
,,Kerrville,,,,,,,,,,,,,,,Fashion accessories
,,Corpus Christi,,,,,,,,,,,,,,,Home and lifestyle
,,Killeen,,,,,,,,,,,,,,,Fashion accessories
,,Mesquite,,,,,,,,,,,,,,,Home and lifestyle
,,Pasadena,,,,,,,,,,,,,,,Fashion accessories
,,Amarillo,,,,,,,,,,,,,,,Home and lifestyle
,,Brownwood,,,,,,,,,,,,,,,Fashion accessories
,,Burleson,,,,,,,,,,,,,,,Home and lifestyle
,,Lancaster,,,,,,,,,,,,,,,Fashion accessories
,,Hurst,,,,,,,,,,,,,,,Home and lifestyle
,,League City,,,,,,,,,,,,,,,Fashion accessories
,,Little Elm,,,,,,,,,,,,,,,Home and lifestyle
,,Amarillo,,,,,,,,,,,,,,,Fashion accessories
,,Pharr,,,,,,,,,,,,,,,Home and lifestyle
,,Angleton,,,,,,,,,,,,,,,Fashion accessories
,,Haltom City,,,,,,,,,,,,,,,Home and lifestyle
,,Arlington,,,,,,,,,,,,,,,Fashion accessories
,,DeSoto,,,,,,,,,,,,,,,Home and lifestyle
,,Friendswood,,,,,,,,,,,,,,,Fashion accessories
,,Little Elm,,,,,,,,,,,,,,,Home and lifestyle
,,DeSoto,,,,,,,,,,,,,,,Fashion accessories
,,DeSoto,,,,,,,,,,,,,,,Home and lifestyle
,,Grapevine,,,,,,,,,,,,,,,Fashion accessories
,,Mesquite,,,,,,,,,,,,,,,Home and lifestyle
,,Galveston,,,,,,,,,,,,,,,Fashion accessories
,,Pearland,,,,,,,,,,,,,,,Home and lifestyle
,,Garland,,,,,,,,,,,,,,,Fashion accessories
,,Angleton,,,,,,,,,,,,,,,Home and lifestyle
,,Grand Prairie,,,,,,,,,,,,,,,Fashion accessories
,,Galveston,,,,,,,,,,,,,,,Home and lifestyle
,,Cleburne,,,,,,,,,,,,,,,Fashion accessories
,,Eagle Pass,,,,,,,,,,,,,,,Home and lifestyle
,,Mesquite,,,,,,,,,,,,,,,Fashion accessories
,,Alice,,,,,,,,,,,,,,,Home and lifestyle
,,Richardson,,,,,,,,,,,,,,,Fashion accessories
,,McKinney,,,,,,,,,,,,,,,Home and lifestyle
,,Grand Prairie,,,,,,,,,,,,,,,Fashion accessories
,,Port Arthur,,,,,,,,,,,,,,,Home and lifestyle
,,DeSoto,,,,,,,,,,,,,,,Fashion accessories
,,Farmers Branch,,,,,,,,,,,,,,,Home and lifestyle
,,Carrollton,,,,,,,,,,,,,,,Fashion accessories
,,Carrollton,,,,,,,,,,,,,,,Home and lifestyle
,,Coppell,,,,,,,,,,,,,,,Fashion accessories
,,Austin,,,,,,,,,,,,,,,Home and lifestyle
,,Laredo,,,,,,,,,,,,,,,Fashion accessories
,,Pasadena,,,,,,,,,,,,,,,Home and lifestyle
,,Little Elm,,,,,,,,,,,,,,,Fashion accessories
